KO	EC	Pathway	Brite	KO_Name
K00599	2.1.1.-		ko03016	METTL6; tRNA N(3)-methylcytidine methyltransferase METTL6
K00598	2.1.1.144			tam; trans-aconitate 2-methyltransferase
K06269	3.1.3.16	ko04022;ko05415;ko04024;ko04750;ko04261;ko04931;ko04611;ko05034;ko05031;ko04910;ko04810;ko04113;ko04114;ko04390;ko04218;ko04921;ko04728;ko03015;ko04510;ko05205;ko04720;ko05168;ko04270	ko03021;ko03041;ko01009;ko03019	PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit
K10506			ko03000;ko04121	ZBTB32, TZFP; zinc finger and BTB domain-containing protein 32
K25011		ko05171;ko03230;ko03262	ko03200	nsp1; SARS coronavirus host translation inhibitor nsp1
K25010	3.1.1.117			GE; (4-O-methyl)-D-glucuronate---lignin esterase
K25013	3.4.19.12	ko03230;ko03240;ko05171;ko03262	ko03200;ko01002	nsp3; SARS coronavirus non-structural protein 3
K25012		ko05171;ko03230;ko03262	ko03200	nsp2; SARS coronavirus non-structural protein 2
K25015		ko05171;ko03230;ko03262	ko01002;ko03200	nsp5; SARS coronavirus 3C-like proteinase
K25014		ko05171;ko03230;ko03262;ko03240	ko03200	nsp4; SARS coronavirus non-structural protein 4
K25017		ko05171;ko03230;ko03262;ko03240	ko03200	nsp7; SARS coronavirus non-structural protein 7
K25016		ko05171;ko03230;ko03262;ko03240	ko03200	nsp6; SARS coronavirus non-structural protein 6
K25019		ko05171;ko03230;ko03262;ko03240	ko03200	nsp9; SARS coronavirus non-structural protein 9
K25018		ko05171;ko03230;ko03262;ko03240	ko03200	nsp8; SARS coronavirus non-structural protein 8
K16699	2.4.-.-		ko01003	tuaH; teichuronic acid biosynthesis glycosyltransferase TuaH
K19413	1.-.-.-		ko03036	KDM1B, AOF1, LSD2; lysine-specific histone demethylase 1B
K08979				K08979; putative membrane protein
K19411				mcsA; protein arginine kinase activator
K22548	4.2.1.77	ko00330		lhpL; trans-L-3-hydroxyproline dehydratase
K22549	1.5.99.-	ko00470		lhpC; D-hydroxyproline dehydrogenase subunit alpha
K22546	2.1.1.325			FAMT; juvenile hormone-III synthase
K22547	1.20.4.1			HAC1; arsenate reductase
K22544	3.1.5.-	ko03250;ko04623;ko05170	ko03400	SAMHD1; deoxynucleoside triphosphate triphosphohydrolase SAMHD1
K03089			ko03021	rpoH; RNA polymerase sigma-32 factor
K22542	4.2.3.191			SDNA; cycloaraneosene synthase
K22543			ko03000	MN1; transcriptional activator MN1
K22540	4.2.1.-	ko00061		HTD2; 3-hydroxyacyl-thioester dehydratase, animal type
K22541	4.2.1.-	ko00061		HTD2; 3-hydroxyacyl-thioester dehydratase, fungi type
K16691		ko04391;ko04013		KRN; keren
K08972				K08972; putative membrane protein
K16693			ko02000	wzxE; enterobacterial common antigen flippase
K24878			ko03000	ADNP2; activity-dependent neuroprotector homeobox protein 2
K24879			ko03000	ZHX1; zinc fingers and homeoboxes protein 1
K16692	2.7.10.3	ko02020	ko01001;ko02000	etk-wzc; tyrosine-protein kinase Etk/Wzc
K24870				TMEM240; transmembrane protein 240
K24871	2.1.3.16	ko00230		E2.1.3.16; ureidoglycine carbamoyltransferase
K24872	2.3.1.-	ko00564		yvoF; heptaprenylglycerol acetyltransferase
K24873	2.5.1.30	ko00900	ko01006	hepT; heptaprenyl diphosphate synthase component 2
K24874			ko03000	BSX; brain-specific homeobox protein
K24875			ko03000	DBX; homeobox protein DBX
K24876			ko03000	NOTO; homeobox protein notochord
K24877			ko03000	VENTX; homeobox protein VENTX
K08975				K08975; putative membrane protein
K08974				K08974; putative membrane protein
K22098	1.1.1.415	ko00950		SDR1, NOS; noscapine synthase
K22099	6.3.2.17;6.3.2.12	ko00790		folC2; dihydrofolate synthase / folylpolyglutamate synthase
K22090	1.3.1.-;1.4.1.-	ko00950		NR; noroxomaritidine/norcraugsodine reductase
K22091	2.1.1.-	ko00950		OMT; O-methyltransferase
K22092	3.2.1.-	ko00950		GLU1; beta-glucosidase
K22093	1.5.1.27;1.14.19.54	ko00950		REPI; 1,2-dehydroreticuline synthase/reductase
K22094	1.14.14.163	ko00950	ko00199	CYP82X2; (S)-1-hydroxy-N-methylcanadine 13-hydroxylase
K22095	2.3.1.285	ko00950		AT1; (13S,14R)-1,13-dihydroxy-N-methylcandine 13-O-acetyltransferase
K22096	1.14.14.167	ko00950	ko00199	CYP82X1; (13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine 8-hydroxylase
K22097	3.1.1.105	ko00950		CXE1; 3-O-acetylpapaveroxine carboxylesterase
K18561	1.3.8.-			FRD; FAD-dependent fumarate reductase
K15922	3.2.1.199			yihQ; sulfoquinovosidase
K01698	4.2.1.24	ko00860	ko04147	hemB, ALAD; porphobilinogen synthase
K17678	3.6.4.13		ko03029	MRH4; ATP-dependent RNA helicase MRH4, mitochondrial
K17679	3.6.4.13		ko03029	MSS116; ATP-dependent RNA helicase MSS116, mitochondrial
K17674			ko03029	SOV1; protein SOV1, mitochondrial
K17675	3.6.4.13		ko03029	SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3
K17676	3.1.21.10		ko03029	CCE1; cruciform cutting endonuclease 1
K17677	5.6.2.-		ko03029	IRC3; ATP-dependent helicase IRC3
K17670			ko03029	PET494; COX3 mRNA-specific translational activator PET494
K17671			ko03029	AEP1; ATPase expression protein 1, mitochondrial
K17672			ko03029	AEP2; ATPase expression protein 2, mitochondrial
K17673			ko03029	ATP22; mitochondrial translation factor ATP22
K15928		ko01057		jadH; bifunctional hydroxylase/dehydrase
K15929	2.4.1.-	ko01057		jadS; glycosyltransferase
K18562	1.14.20.-	ko00332		thnQ, cmmQ; 2-oxoglutarate-dependent dioxygenase
K25833		ko04514		SLITRK2; SLIT and NTRK-like protein 2
K25832		ko04514		SLITRK1; SLIT and NTRK-like protein 1
K25831			ko03036	LUZP1; leucine zipper protein 1
K25830			ko03036	CECR2; cat eye syndrome critical region protein 2
K25837		ko04514		SLITRK6; SLIT and NTRK-like protein 6
K25836		ko04514		SLITRK5; SLIT and NTRK-like protein 5
K25835		ko04514		SLITRK4; SLIT and NTRK-like protein 4
K25834		ko04514		SLITRK3; SLIT and NTRK-like protein 3
K25839			ko04121	NDFIP; NEDD4 family-interacting protein
K25838			ko03029;ko04812	MYO19; myosin XIX
K11739				nfrA; bacteriophage N4 adsorption protein A
K11738			ko02000	ansP; L-asparagine permease
K16109		ko01054	ko01008	blmIX; nonribosomal peptide synthetase protein BlmIX
K16108		ko01054	ko01008	blmX; nonribosomal peptide synthetase protein BlmX
K11733			ko02000	lysP; lysine-specific permease
K11732			ko02000	pheP; phenylalanine-specific permease
K16107		ko01054	ko01008	blmV; nonribosomal peptide synthetase protein BlmV
K16106		ko01054	ko01008	blmVI; nonribosomal peptide synthetase protein BlmVI
K16101		ko01054	ko01008	vioG; nonribosomal peptide synthetase protein VioG
K16100		ko01054	ko01008	vioI; nonribosomal peptide synthetase protein VioI
K16103		ko01054	ko01008	vioM; nonribosomal peptide synthetase protein VioM
K11734			ko02000	aroP; aromatic amino acid transport protein AroP
K18617			ko04812	AIF1; allograft inflammatory factor 1
K10469			ko04121	KLHL34; kelch-like protein 34
K18615			ko04812	RCSD1, CAPZIP; CapZ-interacting protein
K18614	3.5.1.29	ko00750		K18614; 2-(acetamidomethylene)succinate hydrolase
K18613	4.1.1.51	ko00750		K18613; 3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase
K18612	1.2.1.100	ko00750		E1.2.1.100; 5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase
K18611	1.1.99.42	ko00750		K18611; 4-pyridoxate dehydrogenase
K18610	3.1.1.27	ko00750		pdla; 4-pyridoxolactonase
K10460			ko04121	KLHL23; kelch-like protein 23
K10461			ko04121	KLHL24_35; kelch-like protein 24/35
K10462			ko04121	KLHL25_37, ENC1, ENC2; kelch-like protein 25/37 (ectoderm-neural cortex protein)
K10463			ko04121	KLHL26; kelch-like protein 26
K10464			ko04121	KLHL28; kelch-like protein 28
K10465			ko04121	KLHL29, KBTBD9; kelch-like protein 29
K18619			ko04812	CORO7; coronin-7
K18618			ko04812;ko04131	GAS7; growth arrest-specific protein 7
K24126	1.11.1.28			ahpC; lipoyl-dependent peroxiredoxin subunit C
K24127			ko04990	MAGE; melanoma-associated antigen
K24124			ko03037;ko04990	ARMC3; armadillo repeat-containing protein 3
K24125			ko03037	ARMC4; armadillo repeat-containing protein 4
K24122	1.17.99.8			ctmAB; limonene dehydrogenase
K24123			ko03037	ARMC2; armadillo repeat-containing protein 2
K24120	1.11.1.29			ahpE; mycoredoxin-dependent peroxiredoxin
K24121	1.14.18.12			MPO1; 2-hydroxy fatty acid dioxygenase
K24128				NEL1; GTPase-activating protein NEL1
K24129	1.11.1.25			K24129; glutaredoxin-dependent peroxiredoxin
K20928	1.2.1.98			mpdC; 2-hydroxy-2-methylpropanal dehydrogenase
K20929	1.2.3.15			GLX; glyoxal/methylglyoxal oxidase
K20922		ko05111;ko00543	ko01003	vpsI; polysaccharide biosynthesis protein VpsI
K20923	2.4.1.-		ko01003	CSLF; mixed-linked glucan synthase
K20920		ko05111	ko02000	vpsM; polysaccharide biosynthesis protein VpsM
K20921		ko05111;ko00543	ko01003	vpsD, epsF; polysaccharide biosynthesis protein VpsD
K20926	2.4.1.-		ko01003	cap3B; cellobiuronic acid synthase
K20927	1.1.1.400			mpdB; 2-methyl-1,2-propanediol dehydrogenase
K20924	2.4.1.-		ko01003	CSLD; cellulose synthase-like protein
K20925		ko05144	ko04090	GYPB, CD235b; glycophorin B
K21037	2.7.7.49;2.7.7.7;3.1.26.4	ko03230;ko05161;ko03240	ko03200	P; Hepadnaviridae DNA polymerase / reverse transcriptase / ribonuclease H
K21036	1.14.11.52	ko00525		vldW; validamycin A dioxygenase
K21035			ko00199	fas1, CYP105E1; cytochrome P450 family 105 subfamily E polypeptide 1
K21034			ko00199	virH2, CYP104; cytochrome P450 family 104
K21033			ko00199	virH1, CYP103; cytochrome P450 family 103
K21032	2.4.1.-	ko00515	ko01003	B4GAT1; beta-1,4-glucuronyltransferase 1
K21031	2.7.7.40	ko00040;ko00515		ISPD; D-ribitol-5-phosphate cytidylyltransferase
K21030	2.7.7.40	ko00040		tarI; D-ribitol-5-phosphate cytidylyltransferase
K21039	2.7.7.-;3.1.-.-		ko03200	int; Escherichia phage integrase
K21038	2.7.7.49		ko03200	brt; Bordetella phage reverse transcriptase
K08458			ko01002;ko04030	ADGRF5, GPR116; adhesion G-protein coupled receptor F5
K08459			ko01002;ko04030	ADGRG5, GPR114; adhesion G-protein coupled receptor G5
K08450			ko01002;ko04030	ADGRG1, GPR56; adhesion G-protein coupled receptor G1
K08451			ko01002;ko04030	ADGRG2, GPR64; adhesion G-protein coupled receptor G2
K08452			ko01002;ko04030	ADGRG3, GPR97; adhesion G-protein coupled receptor G3
K08453			ko01002;ko04030	ADGRF1, GPR110; adhesion G-protein coupled receptor F1
K08454			ko01002;ko04030	ADGRF2, GPR111; adhesion G-protein coupled receptor F2
K08455			ko01002;ko04030	ADGRG4, GPR112; adhesion G-protein coupled receptor G4
K08456			ko01002;ko04030	ADGRF3, GPR113; adhesion G-protein coupled receptor F3
K08457			ko01002;ko04030	ADGRF4, GPR115; adhesion G-protein coupled receptor F4
K14619		ko04977		TCN2; transcobalamin-2
K14618	2.5.1.151;1.16.1.6	ko04977		MMACHC; cyanocobalamin reductase (cyanide-eliminating) / alkylcobalamin dealkylase
K19229		ko02010;ko01503	ko02000	sapD; cationic peptide transport system ATP-binding protein
K19228		ko02010;ko01503	ko02000	sapC; cationic peptide transport system permease protein
K19225	3.4.21.105		ko01002	gluP; rhomboid protease GluP
K19224	3.4.-.-		ko01002;ko01011	lytE, cwlF; peptidoglycan DL-endopeptidase LytE
K14611		ko04977	ko02000	SLC23A1, SVCT1; solute carrier family 23 (nucleobase transporter), member 1
K14610		ko04977	ko02000	SLC19A2_3, THTR; solute carrier family 19 (thiamine transporter), member 2/3
K14617		ko04977		LMBRD1; LMBR1 domain-containing protein 1
K14616		ko04977	ko04147	CUBN; cubilin
K19223	3.4.-.-		ko01002;ko01011	lytF, cwlE; peptidoglycan DL-endopeptidase LytF
K14614			ko02000	SLC46A2; MFS transporter, PCFT/HCP family, solute carrier family 46 (thymic stromal cotransporter), member 2
K08971				K08971; putative membrane protein
K08970			ko02000	rcnA; nickel/cobalt transporter (NicO) family protein
K16929			ko02000	K16929; energy-coupling factor transport system substrate-specific component
K16928			ko02000	mtaT; energy-coupling factor transport system substrate-specific component
K16927			ko02000	cbrT; energy-coupling factor transport system substrate-specific component
K16926			ko02000	htsT; energy-coupling factor transport system substrate-specific component
K16925			ko02000	ykoE; energy-coupling factor transport system permease protein
K16924			ko02000	mtsT; energy-coupling factor transport system substrate-specific component
K16923			ko02000	qrtT; energy-coupling factor transport system substrate-specific component
K16922			ko01002	yydH; putative peptide zinc metalloprotease protein
K16921		ko02010	ko02000	ytrB; acetoin utilization transport system ATP-binding protein
K16920		ko02010	ko02000	ytrE; acetoin utilization transport system ATP-binding protein
K13348		ko04146		MPV17; protein Mpv17
K13349		ko04146		MPV17L; Mpv17-like protein
K13340		ko04146		PEX26; peroxin-26
K13341		ko04146		PEX7, PTS2R; peroxin-7
K13342		ko04146	ko04131	PEX5, PXR1; peroxin-5
K13343		ko04146	ko04131	PEX14; peroxin-14
K13344		ko04146		PEX13; peroxin-13
K13345		ko04146	ko04121	PEX12, PAF3; peroxin-12
K13346		ko04146	ko04121	PEX10; peroxin-10
K13347		ko04146		PXMP2, PMP22; peroxisomal membrane protein 2
K23365	2.3.1.281		ko01008	cpkA; 5-hydroxydodecatetraenal polyketide synthase CpkA
K23364	1.14.15.37			aurH; luteothin monooxygenase
K23367	2.3.1.281		ko01008	cpkC; 5-hydroxydodecatetraenal polyketide synthase CpkC
K23366	2.3.1.281		ko01008	cpkB; 5-hydroxydodecatetraenal polyketide synthase CpkB
K23361			ko02000	sbnD; MFS transporter, DHA1 family, staphyloferrin B biosynthesis exporter
K23360			ko02000	mmdE; methylmalonyl-CoA decarboxylase subunit epsilon
K23363	1.13.11.88			iem, iso; isoeugenol monooxygenase
K23362	3.1.-.-	ko00563	ko04131	MPPE1, PGAP5; ethanolamine phosphate phosphodiesterase
K23369			ko04990	ADAMTSL4; ADAMTS-like protein 4
K23368			ko04131	TRIP11; thyroid receptor-interacting protein 11
K13836		ko05144	ko00536	CSP; circumsporozoite protein
K13837		ko05144		TRAP; thrombospondin-related anonymous protein
K13834		ko05144		SPECT2; sporozoite microneme protein 2
K13835		ko05144		CELTOS; cell-traversal protein for ookinetes and sporozoites
K13832	4.2.1.10;1.1.1.25	ko00400;ko00999		aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase
K13833		ko05144		SPECT; sporozoite microneme protein
K13830	4.2.3.4;4.2.1.10;2.5.1.19;2.7.1.71;1.1.1.25	ko00400;ko00999		ARO1; pentafunctional AROM polypeptide
K13831	4.1.2.43;5.3.1.27	ko00030;ko00680		hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase
K13838		ko05144	ko00537	MSP1; merozoite surface protein 1
K13839		ko05144	ko00537	MSP2; merozoite surface protein 2
K17335			ko03000	NFAT5; nuclear factor of activated T-cells 5
K17334		ko05167;ko04310;ko04022;ko04218;ko05170;ko04921;ko04360;ko05163;ko05161;ko04625;ko05166	ko03000	NFATC4, NFAT3; nuclear factor of activated T-cells, cytoplasmic 4
K12121		ko04712		PHYB; phytochrome B
K17336			ko04812;ko04147;ko03400	PLS3; plastin-3
K12127		ko04712		TOC1, APRR1; pseudo-response regulator 1
K12126		ko04712;ko04075	ko03000	PIF3; phytochrome-interacting factor 3
K12125		ko04712		ELF3; protein EARLY FLOWERING 3
K12124		ko04712		GI; GIGANTEA
K12129		ko04712		PRR7; pseudo-response regulator 7
K12128		ko04712		PRR9; pseudo-response regulator 9
K17339	3.6.5.-		ko04131	ATL; atlastin
K17338				REEP1_2_3_4; receptor expression-enhancing protein 1/2/3/4
K11470		ko04550	ko03036	PCGF6, MBLR; polycomb group RING finger protein 6
K11471			ko03036	ASXL; additional sex combs-like protein
K11472	1.1.99.14	ko00630		glcE; glycolate dehydrogenase FAD-binding subunit
K11473	1.1.99.14	ko00630		glcF; glycolate dehydrogenase iron-sulfur subunit
K11474			ko03000	glcC; GntR family transcriptional regulator, glc operon transcriptional activator
K11475			ko03000	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
K11476			ko03000	gntR; GntR family transcriptional regulator, gluconate operon transcriptional repressor
K11477				glcG; glc operon protein GlcG
K11478		ko04550	ko03036	JARID2, JMJ; protein Jumonji
K11479	2.7.11.1		ko03036;ko01001;ko01009	AURKB; aurora kinase B
K22152				SIDD; fusarinine C synthase
K07802				trpL; trp operon leader peptide
K07803		ko02020	ko03110	zraP; zinc resistance-associated protein
K07800		ko02024;ko02020		agrD; AgrD protein
K07801		ko02020		pagK; PhoPQ-activated protein
K07806	2.6.1.87	ko00520;ko01503;ko02020	ko01007	arnB, pmrH; UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase
K07807				K07807; uncharacterized protein
K07804		ko02020		pagC; putatice virulence related protein PagC
K07805		ko02020		pagD; putative membrane protein PagD
K07808	2.8.2.29	ko00534	ko01003	HS3ST2; [heparan sulfate]-glucosamine 3-sulfotransferase 2
K07809	2.8.2.30	ko00534	ko01003	HS3ST3; [heparan sulfate]-glucosamine 3-sulfotransferase 3
K04388	2.7.11.30	ko05142;ko04060;ko04380;ko04068;ko04350;ko04144;ko04659;ko04933;ko05161;ko05212;ko04520;ko05210;ko04010;ko04390;ko05226;ko05225;ko05220;ko04218;ko05415;ko05166;ko04926;ko05200;ko05202	ko01001	TGFBR2; TGF-beta receptor type-2
K04389		ko04940;ko05022;ko05143;ko05142;ko05320;ko04060;ko04068;ko04650;ko05417;ko01524;ko05170;ko04936;ko04932;ko05330;ko05332;ko05130;ko04014;ko04010;ko04151;ko05165;ko05164;ko05161;ko05160;ko05163;ko05162;ko04210;ko05205;ko05200;ko05168;ko04722;ko04217	ko04147;ko04052;ko04090	TNFSF6, FASL, CD178; tumor necrosis factor ligand superfamily member 6
K15201			ko03021	GTP3C3, TFC4; general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)
K15200			ko03021	GTF3C2; general transcription factor 3C polypeptide 2
K15207			ko03021	TFC8; transcription factor C subunit 8
K15206			ko03021	TFC7; transcription factor C subunit 7
K15205			ko03021	TFC6; transcription factor C subunit 6
K15204			ko03021	TFC3; transcription factor C subunit 3
K04380		ko05010;ko05012;ko05022;ko04010	ko04812;ko01009;ko04131	MAPT, TAU; microtubule-associated protein tau
K04381		ko05206;ko04010	ko04812	STMN1; stathmin 1
K15209			ko03021	SNAPC2; snRNA-activating protein complex subunit 2
K15208			ko03021	SNAPC1; snRNA-activating protein complex subunit 1
K04384			ko04052	TGFBN; transforming growth factor beta, invertebrate
K04385		ko05226;ko05010;ko05224;ko05225;ko04310;ko05022;ko05213;ko05165;ko04934;ko05217;ko04550;ko05200;ko04390;ko05210	ko03036	AXIN2; axin 2
K04386		ko04640;ko05146;ko05163;ko04659;ko04750;ko05130;ko05131;ko04060;ko04010;ko04064;ko05418;ko04380;ko05166	ko04050;ko04090	IL1R1, CD121a; interleukin 1 receptor type I
K04387		ko04640;ko05418;ko05146;ko04060;ko05215;ko05202;ko05166	ko04090;ko04050	IL1R2, CD121b; interleukin 1 receptor type II
K09099			ko03000	ARNTL2, BMAL2; aryl hydrocarbon receptor nuclear translocator-like protein 2
K09098			ko03000	NPAS1_3; neuronal PAS domain-containing protein 1/3
K09097		ko04934;ko05208;ko04066;ko05207;ko05200;ko05211	ko03000	ARNT; aryl hydrocarbon receptor nuclear translocator
K09096			ko03000	HIF3A; hypoxia-inducible factor 3 alpha
K09095		ko05200;ko05211	ko03000;ko04131	HIF2A, EPAS1; hypoxia-inducible factor 2 alpha
K09094			ko03000	AHRR, AHH; aryl hydrocarbon receptor repressor
K09093		ko04659;ko05207;ko05208;ko04934	ko03000	AHR; aryl hydrocarbon receptor
K09092			ko03000	TCFL5, CHA; transcription factor-like 5
K09091		ko05165;ko05224;ko04330;ko05200	ko03000	HEY; hairy and enhancer of split related with YRPW motif
K09090			ko03000;ko03019	HESN; hairy and enhancer of split, invertebrate
K02979		ko05171;ko03010	ko03011	RP-S28e, RPS28; small subunit ribosomal protein S28e
K02978		ko05171;ko03010	ko03011	RP-S27e, RPS27; small subunit ribosomal protein S27e
K02975		ko05171;ko03010	ko03011	RP-S25e, RPS25; small subunit ribosomal protein S25e
K02974		ko05171;ko03010	ko03011	RP-S24e, RPS24; small subunit ribosomal protein S24e
K02977		ko05012;ko05022;ko05131;ko05167;ko05171;ko04120;ko03010;ko04137	ko03011;ko04147;ko04121	RP-S27Ae, RPS27A, UBA80; ubiquitin-small subunit ribosomal protein S27Ae
K02976		ko05171;ko03010	ko03011	RP-S26e, RPS26; small subunit ribosomal protein S26e
K02971		ko05171;ko03010	ko03011	RP-S21e, RPS21; small subunit ribosomal protein S21e
K02970		ko03010	ko03011	RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21
K02973		ko05171;ko03010	ko03011	RP-S23e, RPS23; small subunit ribosomal protein S23e
K02972			ko03009	sra; stationary-phase-induced ribosome-associated protein
K01778	5.1.1.7	ko00470;ko00300		dapF; diaminopimelate epimerase
K01779	5.1.1.13	ko00250;ko00470;ko01054	ko01008	racD; aspartate racemase
